Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
IJ5LGC67,journalArticle,2008,"Tsay, MY",JOURNAL BIBLIOMETRIC ANALYSIS: A CASE STUDY ON THE JASIST,MALAYSIAN JOURNAL OF LIBRARY & INFORMATION SCIENCE,,1394-6234,,,"The purpose of this study is to explore the relationship between Journal of the American Society for Information Science and Technology (JASIST), and other disciplines by citation analysis. The citation data were drawn from references of each article of JASIST in 1980, 1985, 1990, 1995, 2000 and 2004. The Ulrich's Periodical Directory, Library of Congress Subject Heading, retrieved from the WorldCat and LISA database were used to identify the main class, subclass and subject of cited journals and books. The results of this study revealed that the production rate of JASIST literature doubles and the average number of references cited per paper is also increased 2 to 3 times in a period of about 25 years. Beginning in 1995, there has been a significant increase in the number of electronic resources and constitutes 5% of all document types in 2004. JASIST itself is the most highly cited, and is followed by four library and information science (LIS) journals, namely Information Processing and Management, Journal of Documentation, Annual Review of Information Science and Technology and Journal of Information Science. The number of countries publishing the cited journal increases from 9 to 26 within 25 years. The three main classes of journals that were cited by JASIST most are library science (50%), science (22.7%) and social sciences (6.3%). The three subclasses of LIS encompass general bibliography, machine methods of information & retrieval and mechanized bibliographic control and library & information science. The top five most cited books of JASIST are Smart Retrieval System-Experiments in Automatic Document Processing, Introduction to Modern Information Retrieval, Information Retrieval, Little Science and Big Science, Information Seeking in Electronic Environments, Information Retrieval: Data Structure and Algorithms. The most cited books of JASIST are quite dispersive and science is the most cited class followed by LIS, social sciences, philosophy/psychology/religion, and the most cited subject is computerized information retrieval and mechanized bibliographic control.",2008-12,2/20/23 14:05,2/20/23 14:05,,121-139,,2,13,,,,,,,,,,English,,,,WOS:000267227500008,,,,,,,Bibliometrics; Citation analysis; OBSOLESCENCE; AUTHORSHIP; FOR-INFORMATION-SCIENCE; Journal of the American Society for Information Science and Technology (JASIST); Single journal studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XJ7F4WBM,conferencePaper,2014,"Oreskes, N",Science in the Origins of the Cold War,Harvard University,978-0-262-52653-1,,,,,2014,2/20/23 14:05,2/20/23 14:05,,29-Nov,,,,,,,,,,,,,English,,,,WOS:000578323400002,,,,,,,SECURITY; PROGRAM; BIG SCIENCE,,"Oreskes, N; Krige, J",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECHNOLOGY IN THE GLOBAL COLD WAR,,,,,,,,,,,,,,,
QJKTV5X9,book,2009,"Delanghe, H; Sloan, B; Muldur, U",Transnational collaboration in public research funding and publicly supported research in Europe,,978-1-84844-330-3,,,,,2009,2/20/23 14:05,2/20/23 14:05,,,175,,,,,,EUROPEAN SCIENCE AND TECHNOLOGY POLICY: TOWARD INTEGRATION OR FRAGMENTATION?,,,,,,English,,,,WOS:000286454700011,,,Pages: 190,,,,CERN; IMPACT; COOPERATION; INDUSTRY; CENTERS; BIG-SCIENCE,,"Delanghe, H; Muldur, U; Soete, L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMYEYTSB,book,2010,"Baker, KS; Millerand, F",Infrastructuring Ecology: Challenges in Achieving Data Sharing,,978-0-7546-9717-6,,,,,2010,2/20/23 14:05,2/20/23 14:05,,,111,,,,,,COLLABORATION IN THE NEW LIFE SCIENCES,,,,,,English,,,,WOS:000351633600007,,,Pages: 138,,,,DESIGN; SYSTEM; COLLABORATION; INFORMATION; NETWORK; BIG-SCIENCE; RESEARCH-PROGRAM,,"Parker, JN; Vermeulen, N; Penders, B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNLT2MRC,book,2013,"Munns, DPD; Munns, DPD",Single Sky: How an International Community Forged the Science of Radio Astronomy,,978-0-262-01833-3,,,,,2013,2/20/23 14:05,2/20/23 14:05,,,1,,,,,,SINGLE SKY: HOW AN INTERNATIONAL COMMUNITY FORGED THE SCIENCE OF RADIO ASTRONOMY,,,,,,English,,,,WOS:000314531300008,,,Pages: 247 DOI: 10.1002/9780470467336,,/Users/de51/Zotero/storage/8NM4NTAJ/Munns and Munns - 2013 - Single Sky How an International Community Forged .pdf,,UNITED-STATES; LABORATORIES; HISTORY; BIG SCIENCE; COLD-WAR; DISCRETE SOURCES; ELECTRONICS; MILITARY; PHYSICAL RESEARCH; TELESCOPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX2W74XH,journalArticle,2021,"Wei, SX; Wang, HY; Cao, C; Ye, FY",One big science project or 1000 smaller ones?,CURRENT SCIENCE,,0011-3891,10.18520/cs/v121/i4/479-484,,"Historical experiences show that big science projects such as Manhattan, Apollo, LHC and the Human Genome Project often need large investment and inevitably consume significant socioeconomic resources, whereas small science projects need only small investment. While most big science projects are based on known scientific principles, smaller ones explore unknowns that may result in breakthroughs, some of which may lead to Nobel Prizes. Closing one big science project may afford 1000 small science projects quantitatively. As such, decision-making on a big science project is not only a scientific issue, but also a socio-economic one. Based on the cost-benefit analysis of LHC (big science) and CNAO (small science), we found that small science projects have a higher benefit/cost ratio. At least three policy effects need to be considered: (1) Decision on investing in a big science project should consider both scientific and socio-economic merits. (2) Small science projects could be more effective than bigger ones in exploring the scientific frontier. (3) Replacing one big science project with many small science ones might benefit the scientific enterprise.",8/25/21,2/23/23 13:55,2/23/23 13:55,,479-484,,4,121,,,,,,,,,,English,,,,WOS:000687735000018,,,,,; /Users/de51/Zotero/storage/CB3G3EGA/Wei et al. - 2021 - One big science project or 1000 smaller ones.pdf,https://www.currentscience.ac.in/Volumes/121/04/0479.pdf,Big and small science; cost-benefit analysis; COST-BENEFIT-ANALYSIS; Nobel Prize; SOCIETAL IMPACT; socio-economic merits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBJC3T3T,journalArticle,2010,"Gonzalez-Albo, B; Gorria, P; Bordons, M","Research in an emerging ""big science"" discipline: the case of neutron scattering in Spain",JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,,0236-5731,10.1007/s10967-009-0132-5,,"Neutron scattering (NS) is a ""big science"" discipline whose research spans over a wide spectrum of fields, from fundamental or basic science to technological applications. The objective of this paper is to track the evolution of Spanish research in NS from a bibliometric perspective and to place it in the international context. Scientific publications of Spanish authors included in the Web of Science (WoS 1970-2006) are analysed with respect to five relevant dimensions: volume of research output, impact, disciplinary diversity, structural field features and internationalisation. NS emerges as a highly internationalised fast-growing field whose research is firmly rooted in Physics, Chemistry and Engineering, but with applications in a wide range of fields. International collaboration links -present in around 70% of the documents- and national links have largely contributed to mould the existing structure of research in the area, which evolves around major neutron scattering facilities abroad. The construction of a new European neutron source (ESS) would contribute to the consolidation of the field within the EU, since it will strengthen research and improve current activity.",2010-01,2/23/23 13:55,2/23/23 13:55,,133-149,,1,283,,,,,,,,,,English,,,,WOS:000274333000019,,,,,; /Users/de51/Zotero/storage/TDUKH3BH/Gonzalez-Albo et al. - 2010 - Research in an emerging big science discipline .pdf,https://link.springer.com/content/pdf/10.1007%2Fs10967-009-0132-5.pdf,Bibliometrics; Spain; Big science; IMPACT; Research evaluation; PHYSICS; INTERNATIONAL COLLABORATION; Neutron scattering; PUBLICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6QRWMBW4,journalArticle,2020,"Bordallo, HN; Lioma, C; Taylor, J; Argyriou, DN",Is artificial intelligence magic dust for big-science facilities?,IUCRJ,,2052-2525,10.1107/S2052252519016476,,,2020-01,2/23/23 13:55,2/23/23 13:55,,2-Jan,,,7,,,,,,,,,,English,,,,WOS:000506338000001,,,,,/Users/de51/Zotero/storage/N5A5PZYV/Bordallo et al. - 2020 - Is artificial intelligence magic dust for big-scie.pdf; ,https://journals.iucr.org/m/issues/2020/01/00/me6061/me6061.pdf,artificial intelligence; big-science facilities; editorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9QE7DELZ,journalArticle,2014,"Schatz, G",The faces of Big Science,NATURE REVIEWS MOLECULAR CELL BIOLOGY,,1471-0072,10.1038/nrm3807,,"Fifty years ago, academic science was a calling with few regulations or financial rewards. Today, it is a huge enterprise confronted by a plethora of bureaucratic and political controls. This change was not triggered by specific events or decisions but reflects the explosive 'knee' in the exponential growth that science has sustained during the past three-and-a-half centuries. Coming to terms with the demands and benefits of 'Big Science' is a major challenge for today's scientific generation. Since its foundation 50 years ago, the European Molecular Biology Organization (EMBO) has been of invaluable help in meeting this challenge.",2014-06,2/23/23 13:55,2/23/23 13:55,,423-426,,6,15,,,,,,,,,,English,,,,WOS:000337245500013,,,,,/Users/de51/Zotero/storage/LP8NIG7W/Schatz - 2014 - The faces of Big Science.pdf; ,https://www.nature.com/articles/nrm3807.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLVF9ZSA,journalArticle,2021,"Zhang, LL; Gao, C; Nakamori, Y",Knowledge spillover driven by institutions: evidence from the big science project in China,JOURNAL OF KNOWLEDGE MANAGEMENT,,1367-3270,10.1108/JKM-11-2019-0675,,"Purpose This study aims to explore the knowledge spillover mechanism in big science projects (BSP) from an institutional perspective by elaborating on the dynamic relationship between institutional dualism and legitimacy. Design/methodology/approach The study conducts an exploratory research and adopts the grounded theory methodology in the context of BSP. Data draw mainly upon nine semi-structured interviews. Findings The knowledge spillovers in BSP are driven by institutions, which work through mechanisms of legitimacy perception. Formal and informal institutions influence organizational and individual behavior through legitimacy pressure and support. Formal institutions impose legitimacy pressure on organizations and individuals, forcing them to cooperate closely to solve problems; informal institutions enable them to adopt innovative strategies and positive attitudes through legitimacy support; all these promote knowledge spillovers in research and development (R&D) activities, engineering practice and regional interaction. Knowledge spillovers enable stakeholders to realize their R&D advancement, manufacturing promotion and management sophistication. Further, regional knowledge diffusion and culture transmission promote regional innovation and social capital accumulation. Research limitations/implications The study develops a theoretical model that shows how knowledge spillover mechanisms happen in BSP from an institutional perspective (the trigger, the channels/process and the impacts). More specifically, this explanation is provided by explaining how formal and informal institutions influence organizational and individual behavior through legitimacy perceptions. Practical implications First, policymakers should recognize and value the guiding, supporting and coordinating role of formal institutions and enrich capital forms to release the legitimacy pressure of stakeholders. Second, management of BSP needs to be capable of coordinating stakeholder relationships and interactions, while management should focus their attention on fostering good organizational routines and shared group value. Third, the local culture and customs should be taken into consideration since it can be an enabling or constraining of BSP. Finally, industries can take advantage of the opportunity to coordinate their R&D efforts to gain competitiveness. Originality/value First, the authors introduce the institutional perspective to analyze the construction process of BSP, which helps to better understand the interactions of stakeholders under the influence of institutions, the dynamic process and impacts of knowledge spillovers. Second, the authors are committed to contributing to the development of knowledge spillover theories by adopting an institutional perspective. The authors furthermore explore and propose the presence of a dynamic mechanism between institutional dualism and knowledge spillovers. In consequence, the authors introduce the concept of legitimacy perceptions, which is a bridge to understanding the interaction between them. Third, by explicitly discussing the actual meaning of our framework, the authors explore the unique potential of institutional arrangement in promoting the knowledge management of complex cross-border cooperation, while seeking to promote its management and administrative practices.",1/27/21,2/23/23 13:55,2/23/23 13:55,,48-84,,1,25,,,,,,,,,,English,,,,WOS:000558313600001,,,,,; /Users/de51/Zotero/storage/YUHXKHUK/Zhang et al. - 2021 - Knowledge spillover driven by institutions eviden.pdf,https://www.emerald.com/insight/content/doi/10.1108/JKM-11-2019-0675/full/pdf?title=knowledge-spillover-driven-by-institutions-evidence-from-the-big-science-project-in-china,Institutions; FRAMEWORK; INNOVATION; COLLABORATION; ENTREPRENEURSHIP; Legitimacy; TECHNOLOGY; ABSORPTIVE-CAPACITY; Big science project; Grounded theory; INFORMAL INSTITUTIONS; Knowledge spillover; LEGITIMACY; LOCALIZATION; PERSPECTIVES; University-industry-government (UIG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
